OBSERVATION,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,TEMP,PRE,RH_OUT,WS,V,TP,E
52208,20.7,33.76,19.0,35.16333333,20.2,34.59,20.29,33.02666667,17.79,44.66333333,6.796666667,30.66666667,21.29,27.56666667,22.76,35.2,18.5,39.2,7.22,765.1333333,69.0,2.166666667,57.66666667,1.77,50.0
52209,21.1,39.76,20.5,39.7,21.85666667,37.46666667,19.945,38.59,19.39,44.7,14.66666667,16.69666667,20.29,34.0,21.26,40.0,19.73,38.03,9.9,756.5,71.5,2.0,25.0,4.95,60.0
52210,22.0,42.23,20.76,43.56666667,23.85666667,38.76,21.62,40.54,20.79,48.23,12.5,34.75,21.11428571,36.29,22.73,45.29,21.29,45.39666667,9.8,745.9,83.0,6.0,24.0,7.1,100.0
52211,21.0,40.0,19.1,41.4,21.32333333,40.9,18.89,41.29,18.08888889,52.00888889,3.2,92.46666667,19.2,38.98333333,21.5,47.76277778,18.16666667,45.06,2.7,734.0333333,97.33333333,2.0,37.33333333,2.33,50.0
52212,23.79,40.09,25.7,33.745,24.39,37.62142857,24.13333333,38.2,20.26428571,45.76428571,20.39,1.0,23.16,35.7,22.89,40.29,22.79,40.59,16.2,758.1666667000001,60.16666667,5.0,38.16666667,8.4,50.0
52213,22.7,39.26,21.79,37.79,24.0,36.5,22.5,38.51833333,20.79,44.36,17.2,3.456666667,22.1,32.59,23.0,39.976,20.89,42.9,15.7,747.1,50.0,9.0,28.0,5.3,80.0
52214,20.06666667,36.16333333,18.2,37.4,21.1,36.13714286,18.315,36.2675,17.2,43.73857143,4.226666667,72.86333333,18.2,30.23,19.79,37.29,17.7,37.93333333,4.8,758.5333333,75.66666667,6.333333333,40.0,0.8,50.0
52215,22.0,42.12666667,21.06666667,41.56,21.53333333,43.5,22.72666667,41.23,19.71,89.21,7.5,70.72666667,18.96944444,37.535,22.39,49.29777778,18.82333333,42.7,7.53,743.2666667000001,77.66666667,13.0,30.0,3.77,50.0
52216,20.6,43.72333333,18.79,45.06,21.5,42.09,20.2,41.66333333,18.89,50.09,3.7,87.62333333,19.29,43.32666667,21.2,48.96666667,18.6,46.91428571,3.83,754.4,95.0,1.333333333,50.0,3.1,50.0
52217,23.23,42.9,20.89,40.99333333,25.7,38.06666667,20.5,39.3,19.66666667,46.66333333,7.533333333,50.65666667,21.89,35.96666667,23.35666667,39.86333333,19.79,39.73,8.0,758.1666667000001,73.33333333,1.8333333330000001,40.0,3.4,110.0
52218,21.6,40.29,18.79,44.5,22.6,38.29,20.5,40.16333333,20.79,79.72666667,6.45,66.695,20.39,34.5,22.92666667,44.29,20.29,42.86,5.95,754.1,94.5,1.0,42.5,5.15,70.0
52219,21.2,36.32666667,18.06666667,40.36333333,22.1,35.0,20.2,34.53,19.6,46.16333333,2.156666667,40.93333333,19.29,29.7,22.23,41.0,19.56,39.2,1.72,764.5666667,93.5,1.0,27.16666667,0.75,70.0
52220,20.16666667,37.9,17.79,39.82666667,20.79,40.29,19.39,37.59,18.1,48.4,-3.5266666669999998,81.42333333,18.7,32.7,20.89,42.2,17.89,41.4,-2.87,770.6666667000001,95.66666667,0.166666667,46.0,-3.42,40.0
52221,21.0,40.2,19.39,41.7,20.5,38.5,19.6,39.43333333,19.2,48.6,8.226666667,86.83333333,18.5,35.73,20.79,47.26666667,17.96333333,40.59,8.5,749.9666667,90.66666667,8.666666667000001,31.33333333,7.07,50.0
52222,22.73,39.86333333,21.89,39.59,22.07142857,40.16857143,18.5,47.0,17.7,52.2,9.6,92.39666667,17.85666667,41.29,21.39,50.56666667,17.79,44.12666667,9.6,753.8,93.33333333,8.666666667000001,54.0,8.57,100.0
52223,20.92666667,37.56,19.73,37.26666667,20.79,36.4,19.59666667,35.16,18.736,57.66,3.7675,52.4475,18.56,30.736,20.5,37.86333333,17.7,35.29,3.55,751.5,80.5,2.5,20.5,0.4,100.0
52224,20.35666667,45.06,20.1,43.76,20.03333333,45.59,19.76,46.42666667,17.81222222,70.33444444,6.8,99.9,16.80111111,42.87555556,19.6,51.41944444,16.32333333,47.23,6.5,751.7,95.0,5.0,29.0,5.7,110.0
52225,20.89,36.29,17.39,40.2,22.29,36.2,20.23,33.03,18.5,45.06,0.36666666700000006,53.83,19.79,27.89,22.23,40.32666667,19.56666667,39.4,5.55e-17,765.9666667,86.0,2.666666667,62.66666667,-2.03,50.0
52226,21.89,41.4,20.39,42.43333333,23.0,38.4,20.32333333,42.86,19.89,50.12666667,14.26333333,32.26666667,21.0,36.9,23.7,44.36333333,20.0,41.96666667,13.3,750.9333333,67.66666667,5.333333333,40.0,7.37,110.0
52227,21.2,38.12666667,19.13333333,38.76,20.89,39.5,19.42666667,39.59,19.63888889,71.63888889,0.7,85.02333333,19.39,34.255,22.93277778,44.5,18.5,40.96666667,0.5329999999999999,741.1,90.66666667,1.6666666669999999,23.33333333,-0.8,50.0
52228,23.0,40.0,22.15,38.79,21.0,41.9,21.2,43.79,20.29,60.59333333,2.0,94.46666667,18.79,40.36333333,20.6,47.43333333,17.89,47.06,2.4,761.1,97.0,3.0,28.0,1.9,60.0
52229,21.6,44.13333333,20.89,43.26,20.6,45.86,17.7,46.7,18.96277778,50.80611111,8.0,99.9,15.96333333,44.56,19.61111111,50.75722222,15.72666667,48.62666667,7.97,767.5,96.0,4.333333333,63.66666667,7.37,80.0
52230,19.29,44.2,18.39,44.12666667,19.79,44.09,17.92666667,44.4,17.16666667,51.96666667,1.9,92.2,18.52777778,38.9,18.50555556,45.49444444,17.1,45.66333333,2.07,765.7166667,90.5,3.166666667,27.0,0.6,40.0
52231,20.5,43.39,19.63333333,43.23,20.29,44.09,20.82333333,43.59666667,18.59444444,46.95777778,8.8,94.69,18.2,39.79833333,19.2,46.2,17.1,47.5,9.7,763.3333332999999,78.66666667,4.666666667,40.0,6.07,60.0
52232,20.7,42.16333333,19.76,41.79,20.92666667,44.5,18.2,43.5,17.86222222,54.71,3.79,99.19,17.02222222,39.72,20.32333333,52.62055556,16.7,49.26,4.27,754.8666667,90.33333333,4.0,40.0,2.8,50.0
52233,23.61168831,42.0238961,22.41194805,43.18441558,24.99792208,39.41103896,23.40168831,40.17012987,21.2912987,50.59672078,11.60203463,51.23896104,23.20246753,39.14545455,23.71103896,43.85642857,22.1,44.11588745,8.83,757.05,99.83333333,1.0,6.166666667,8.82,50.0
52234,19.1,39.0,17.42666667,41.2,19.89,37.4,19.79333333,37.62666667,17.5,49.16333333,2.7233333330000002,74.86666667,17.79,31.89,20.29,42.495,17.89,39.36333333,2.93,746.8,94.33333333,6.0,28.0,2.07,70.0
52235,21.0,41.4,19.39333333,44.13,22.42666667,38.23,20.7675,39.09,20.66666667,71.89666667,7.7651041670000005,40.37364583,20.89,35.765,21.13333333,38.79,21.42666667,38.4,5.55,752.5333333,84.66666667,6.0,30.83333333,3.12,90.0
52236,23.6,39.62333333,22.6,36.47,24.29,34.92857143,23.39,33.9,22.772,38.054,16.272000000000002,1.0,23.54285714,28.29,24.89,34.79,22.79,37.57857143,14.2,760.3,47.0,2.0,40.0,2.9,110.0
52237,22.0,36.43,23.7,31.63333333,22.1,36.96666667,22.79,34.47142857,19.7,42.09,13.56666667,1.0,20.75142857,28.68142857,21.46333333,36.26666667,20.26,37.22333333,12.0,767.25,56.0,6.0,26.33333333,3.48,50.0
52238,21.5,39.9,19.7,40.82666667,21.445,40.5725,19.1,41.16333333,18.10555556,52.11444444,3.4,92.3,19.1,37.95,21.725,45.67,18.0,43.36333333,2.7,733.2166667,99.0,2.833333333,16.5,2.6,60.0
52239,21.56666667,40.5,19.89,40.03,20.2,39.7,21.06666667,40.02666667,19.26,64.89666667,-4.6788888889999996,87.92666667,20.29,37.32666667,21.53333333,45.32666667,17.6,38.66333333,-3.22,763.1166667,86.0,2.0,27.5,-5.32,40.0
52240,20.575,39.7,18.32333333,40.9,21.2,40.59,20.0,38.46666667,18.6,60.06666667,-1.8266666669999998,81.93333333,19.0,38.83125,20.39,45.82666667,18.29,44.09,-1.3,760.1,97.0,1.0,35.66666667,-1.77,50.0
52241,22.89,39.29,20.772,39.7,24.43714286,37.56428571,23.0,36.96666667,20.75142857,40.30571429,9.3,26.511999999999997,23.5,35.15285714,24.32333333,40.32666667,22.62,39.111999999999995,9.23,760.2666667000001,79.0,1.0,40.0,5.77,50.0
52242,19.89,39.56333333,16.73,42.79666667,20.1,37.23,19.59666667,35.49,18.2,44.66333333,1.033333333,72.59,19.16666667,30.26,21.0,43.33333333,18.6,40.93333333,0.667,767.2,98.66666667,1.0,10.33333333,0.5,50.0
52243,19.0,34.0,16.89,35.82666667,19.6,36.09,18.2,33.7,17.32333333,56.66333333,-0.7,76.3,19.7,34.86333333,20.32333333,41.73,18.03333333,40.65666667,-0.2,761.85,91.0,4.0,23.0,-1.5,40.0
52244,20.39,36.79,18.6,37.9,21.6,36.09,18.7,36.2,17.22571429,44.85,3.03,76.5,18.5,30.2,20.2,37.26,17.79,39.79,4.4,759.2333332999999,78.0,5.333333333,40.0,0.767,50.0
52245,22.79,37.76,21.23,37.03,22.7,36.9,22.31,36.378,20.7,47.19333333,9.563333333,12.9,21.79,28.0,23.16666667,36.79,21.0,39.79,9.7,756.6,71.0,7.0,40.0,4.6,100.0
52246,23.35666667,41.29,21.87,41.5,24.39,39.0,23.1,40.5,22.30428571,60.77142857,9.926666667000001,36.19333333,23.1,36.7,24.218000000000004,44.812,22.56666667,42.56,11.7,757.7666667000001,81.33333333,3.0,40.0,8.5,60.0
52247,25.6,46.7,26.05714286,43.34,26.254,43.59,25.67142857,43.97142857,24.1,52.59,24.46,3.4666666669999997,25.2,42.02666667,25.5,50.15666667,24.1,46.4,21.2,744.1,58.0,3.0,24.0,12.7,60.0
52248,19.56666667,41.53,18.23,43.09,20.45285714,38.70428571,17.5,40.82666667,18.08285714,73.71857143,8.566666667,93.22666667,17.6,37.56,19.29,48.79666667,17.7,43.53,8.43,754.35,96.16666667,6.0,53.33333333,7.88,150.0
52249,18.79,46.5,18.0,46.5,19.7,44.96666667,17.79,47.09,17.29,53.09,4.433333333,96.36333333,17.29,43.585,17.39,49.9,16.79,47.62666667,5.2,762.9,89.0,2.0,29.0,3.5,40.0
52250,20.53333333,39.52666667,19.35666667,38.36333333,22.03333333,39.26,19.2,36.56,17.6,50.4,5.9,55.9,19.96333333,29.82333333,21.2,35.86333333,18.1,40.72666667,5.5,760.4,60.0,7.0,40.0,-1.8,70.0
52251,21.53333333,36.2,18.26,38.7,22.6,36.0,20.66666667,32.7,18.55,44.645,1.6,45.03,19.92666667,27.6,22.6,40.73,19.6,38.93333333,0.8,766.0,82.66666667,4.0,64.0,-1.83,50.0
52252,23.39,35.59,21.32333333,36.66333333,23.7,36.66333333,22.79,34.0,20.29,41.59,8.89,30.16333333,22.6,36.478,23.1,43.86,21.0,39.70428571,9.95,757.15,76.5,2.0,40.0,6.05,50.0
52253,18.96333333,44.15666667,18.6,43.06666667,17.79,43.96666667,15.66,48.76,15.445,51.345,5.966666667,99.9,15.42055556,40.82055556,18.90833333,49.75722222,14.89,44.79,5.9,770.3,90.0,5.0,23.0,4.3,110.0
52254,19.29,37.9,17.6,39.56,20.5,37.44,17.79,37.9,17.04285714,44.83714286,5.59,89.83333333,17.89,33.12666667,19.5,45.15666667,17.63333333,41.43333333,5.6,754.5333333,94.0,9.666666667000001,63.66666667,4.73,50.0
52255,21.6,44.0,20.2,44.56,22.1,44.0,21.42666667,44.12666667,18.51428571,56.29,10.0,78.34,18.5,42.09,21.79,53.9,18.5,47.03,10.1,752.75,82.0,9.0,40.0,7.15,50.0
52256,19.5,39.03,19.13333333,37.86333333,19.4725,40.295,18.12333333,38.46333333,18.29,72.53944444,0.9,96.9,16.1,31.79555556,20.2,40.845,15.8,40.5,0.3,761.5,90.0,2.0,61.0,-1.1,390.0
52257,23.5,41.53,22.478,40.96,24.29,38.62666667,23.29,40.06,22.73857143,71.10857143,13.2,22.83,23.17142857,36.94285714,24.6,45.59,22.5,40.5,14.8,757.2,72.66666667,2.666666667,24.0,9.93,80.0
52258,21.39,40.29,18.79,44.63333333,22.39,37.66333333,20.0,40.09,19.79,47.59,9.726666667,51.6,21.29,39.195,22.79,44.1175,20.2,42.4,8.7,739.3666667,79.0,12.66666667,32.0,5.2,70.0
52259,21.2,39.59,21.06666667,39.53,22.0,37.0,21.62,37.054,19.79,46.59,13.86,14.9,20.29,32.86857143,21.5,40.79,20.29,39.0,9.22,765.2333332999999,83.83333333,1.8333333330000001,24.83333333,6.6,50.0
52260,23.5,38.09,24.6,34.0,25.0,38.2,23.89,37.79,19.29,40.32,16.78375,1.0,22.6,33.9,23.39,38.856,21.6,36.4,13.8,756.7166667,64.66666667,1.0,37.5,7.15,80.0
52261,19.6,33.79,17.6,35.0,19.6,35.7,18.6,33.12666667,17.76,61.29666667,0.066666667,57.59333333,20.0,34.2,20.89,42.79,18.1,40.76,1.15,761.0666667,75.5,5.166666667,40.0,-2.82,50.0
52262,17.76,42.82666667,17.1,42.53,18.46333333,43.59,15.66,46.36333333,15.38,51.09,6.4,99.9,15.68,39.98888889,18.30111111,53.29222222,15.5,48.7,6.53,767.7666667000001,89.0,6.333333333,47.33333333,4.8,40.0
52263,19.89,37.9,19.6,37.2,19.0,39.53,19.5,37.19333333,17.32888889,59.06666667,0.9,97.0,16.1,32.56111111,19.91444444,42.33166667,16.0,41.26,0.3,761.6,88.66666667,2.0,61.0,-1.43,50.0
52264,21.5,38.62666667,19.89,38.06,22.96333333,36.66333333,18.39,34.56,17.5,48.975,5.83,75.93333333,18.73,29.39,20.2,36.2,17.85666667,37.5,1.6,750.0,94.0,1.0,20.0,0.8,70.0
52265,22.5,39.0,20.96333333,39.62666667,23.2,37.5,22.79,39.09,20.0,50.29,10.96,36.83333333,20.96857143,39.63714286,23.56666667,45.7,19.79,39.82142857,11.8,760.25,84.66666667,3.0,40.0,9.3,50.0
52266,23.66666667,39.66333333,22.79,39.46666667,21.2,43.06,18.7,44.2,18.745,55.79,1.39,89.46666667,18.6,41.26666667,19.7,48.82666667,17.1,46.0,0.8,749.3,94.0,9.0,52.0,0.0,50.0
52267,21.5,38.79,21.17222222,38.01,20.6,40.2,20.16790123,40.52728395,18.57666667,47.36444444,5.03,70.89666667,17.79,36.47777778,18.39,42.9,17.6,46.5,4.25,755.05,85.66666667,8.0,30.83333333,2.08,60.0
52268,22.79,38.79,21.56666667,38.7,23.0,37.16333333,22.6,38.66333333,20.1,50.16333333,12.92666667,21.52666667,21.0,38.9,23.92666667,43.1,19.79,39.29,12.8,760.6,79.5,2.5,40.0,9.3,60.0
52269,22.1,39.43333333,21.175,39.5225,22.7,37.7,20.89,39.79,20.29,53.5,12.73833333,15.93944444,21.29,32.96666667,24.1,42.30941176,20.5,39.96333333,11.2,751.3,60.0,8.0,29.0,3.7,80.0
52270,21.7,41.66666667,18.79,46.96333333,23.89,38.93333333,20.7,41.36333333,20.6,49.59,7.85,54.495,21.2,35.79,21.7,38.79,20.96333333,45.62666667,7.38,753.8333332999999,90.66666667,5.0,24.33333333,5.93,50.0
52271,21.89,42.5,19.6,45.9,23.76,40.09,22.1,40.79,20.5,51.4,9.7725,61.8725,21.1,37.5,23.06,47.916000000000004,20.79,46.0,9.6,747.9,93.0,5.0,34.5,8.5,50.0
52272,25.6,46.7,26.6,41.376000000000005,26.2,44.036,26.1,43.91,24.0,50.43333333,24.6,4.234,25.39,42.576,26.39,49.12666667,24.1,48.12142857,23.4,746.9833332999999,48.33333333,3.0,40.0,11.7,80.0
52273,23.7,48.13,23.35666667,40.63333333,25.1,43.69666667,21.39,44.76333333,19.85111111,52.58611111,7.466666667,66.19,19.29,35.09,22.61111111,44.79444444,18.89,41.29,7.77,742.1333333,70.66666667,12.0,35.0,2.7,90.0
52274,19.89,45.5,19.2,45.0,20.5,44.4,19.0,46.7,17.6,52.9,11.86,85.25666667,17.53888889,43.5,18.2,49.92777778,17.2,48.59,10.8,761.4,79.0,8.0,27.0,7.25,40.0
52275,23.7,40.5,22.79,38.995,24.26,38.15666667,23.39,39.23,23.998,82.67399999999999,16.22333333,7.966666667,23.29,36.19142857,24.39,41.876000000000005,22.625,40.9475,16.3,756.6,58.0,3.0,40.0,8.0,80.0
52276,20.39,39.0,18.1,41.02666667,20.7,36.36,18.29,37.16333333,18.0,47.7,2.626666667,64.1,18.6,29.1,21.53333333,36.4,18.2,35.66333333,2.08,743.7666667000001,85.33333333,2.166666667,40.0,-0.133,90.0
52277,22.89,40.56,20.7,42.66333333,23.1,39.5,20.0,41.29,20.5,51.59,8.066666667,70.89666667,20.96333333,40.09,23.79,46.46666667,19.89,42.5,7.7,748.8,93.0,4.0,63.66666667,6.63,60.0
52278,19.42666667,37.22666667,18.56333333,38.02666667,20.13333333,35.65666667,18.79,35.79,17.5,44.82666667,3.626666667,79.83333333,17.89,32.53,19.39,39.2,17.5,36.76,3.43,757.3,91.0,2.333333333,34.33333333,2.03,50.0
52279,22.39,36.5,23.66666667,32.4,22.89,36.16333333,23.0,34.918,20.1,44.09666667,19.39,1.0,21.89,30.956,21.29,38.82666667,20.29,38.0,16.2,762.1,44.0,4.0,40.0,3.8,50.0
52280,21.6,46.96666667,20.7,46.82666667,21.7,46.53,19.0,49.29,19.7,52.2,11.1,99.9,19.0,50.61444444,21.26,58.73,17.5,52.53,11.1,757.4333333,91.66666667,7.666666667,62.83333333,9.82,50.0
52281,18.89,46.03,18.39,45.62666667,19.7,44.59,18.2,45.76,17.2,52.46111111,6.06,99.9,17.58888889,41.765,17.66111111,48.09444444,16.89,46.73,6.8,765.2833333,75.66666667,1.166666667,40.0,2.73,40.0
52282,21.5,44.29,20.92666667,42.5,21.66666667,45.43,21.35666667,45.59,19.79,65.51722222,3.76,93.93333333,18.5,41.07,21.245,51.545,18.1,47.56,4.53,758.5,84.0,4.0,40.0,2.0,60.0
52283,25.1,40.52666667,27.29,34.09,26.39,37.79,25.16666667,39.09,23.29,43.2,27.525,1.0,24.1,37.9,23.89,42.29,23.6,41.5,22.6,752.8333332999999,46.0,3.0,40.0,10.4,60.0
52284,20.6,35.59,17.1,40.2,21.16666667,34.36333333,19.79,34.36,18.79,52.43333333,-0.433333333,52.9,19.2,29.29,21.6,40.36333333,18.89,37.66333333,-0.433,755.4666667,96.66666667,1.6666666669999999,63.33333333,-0.9,50.0
52285,22.0,39.69333333,19.79,40.4,21.23,39.36333333,21.39,35.9,17.82333333,47.12666667,5.396666667000001,33.36333333,20.1,30.36,22.42666667,36.73,18.13333333,39.93333333,6.08,761.2833333,67.33333333,2.0,65.0,0.45,140.0
52286,23.29,39.73,22.1,38.4,22.73,44.16666667,20.79,40.16666667,18.89,52.16333333,0.36666666700000006,96.3,20.1,37.76,21.13333333,42.5,17.79,40.2,0.667,764.9666667,93.33333333,2.333333333,31.33333333,-0.233,110.0
52287,20.7,39.59,18.5,40.9,21.1,40.5,20.1,38.745,18.6,61.52571429,-1.8266666669999998,81.65666667,19.03333333,39.03,20.39,46.29,18.29,43.95714286,-0.7829999999999999,760.3166667,98.83333333,1.166666667,44.33333333,-1.0,50.0
52288,22.6,31.73333333,26.76,23.36666667,23.29,33.29666667,22.85666667,30.96666667,21.53333333,59.63333333,18.66333333,1.0,21.79,28.28142857,23.29,36.156,20.85666667,36.86333333,14.7,762.35,40.5,5.0,40.0,1.4,80.0
52289,21.0,34.0,19.5,34.26,20.1,36.02571429,19.63333333,33.43333333,17.79,44.29,3.656666667,65.2,20.53333333,26.16666667,22.06666667,34.32666667,18.1,38.4,3.75,757.6333333,68.0,2.0,21.16666667,-1.73,50.0
52290,19.79,41.23,18.2,41.7,19.89,40.79,19.2,38.2,18.0,58.2,-4.613888889,88.96666667,19.29,36.46666667,20.2,44.5,17.39,39.26,-4.0,759.55,86.16666667,1.8333333330000001,22.16666667,-5.98,40.0
52291,19.5,42.2,18.89,41.2,20.86,44.65666667,19.075,40.7675,18.73,72.3,1.79,89.39666667,18.2,38.46333333,19.6,47.0,16.6,41.56666667,3.2,755.9,86.0,6.0,40.0,1.0,50.0
52292,22.2,34.36666667,20.76333333,34.19666667,20.79,35.53,20.79,33.03333333,18.32,43.9425,9.233333333,23.95666667,22.89,26.16666667,24.96333333,32.46666667,19.39,37.7,8.8,768.4,58.0,6.0,28.0,1.0,70.0
52293,22.29,39.26666667,21.89,37.23,22.46333333,37.72333333,21.0,36.16333333,20.1,44.23,17.22285714,1.0,22.6,32.23,23.85666667,35.82666667,20.5,35.36666667,14.2,748.9333333,48.33333333,7.333333333,40.0,3.33,90.0
52294,23.5,39.36333333,24.176,37.32,25.0,37.79,23.5,37.46333333,21.16666667,46.43333333,19.19,5.2933333330000005,22.7,34.52571429,23.5,43.06,22.0,43.26666667,15.5,752.2166667,57.16666667,2.166666667,40.0,7.02,80.0
52295,19.39,42.09,18.79,41.29,20.5,44.16333333,18.89,41.09,18.5,69.7,1.9,89.56,18.1,39.22333333,19.6,48.15666667,16.6,42.43,3.0,755.7,87.5,5.5,34.5,1.1,50.0
52296,21.1,40.79,19.5,42.62666667,21.79,38.29,19.85666667,39.56,19.39,45.4,11.89,42.62333333,20.1,35.9,21.39,41.4,19.66666667,39.5,12.0,753.1166667,80.0,3.0,21.66666667,8.6,60.0
52297,18.82333333,38.93333333,17.5,39.4,19.0,39.29,17.6,38.23,17.0,48.59,-5.226666667,85.27777778,17.1,32.96666667,19.39,45.4,16.39,41.7,-4.67,758.9666667,90.66666667,1.0,61.0,-5.93,40.0
52298,19.39,36.7,16.89,39.9,19.79,36.62666667,20.36,35.86333333,17.39,44.0,7.3,38.83333333,17.96333333,31.56666667,20.29,38.7,17.5,36.79,6.57,745.3333332999999,64.33333333,5.333333333,40.0,0.233,90.0
52299,21.39,35.72333333,18.32333333,37.7,21.39,34.82666667,20.6,35.73,19.29,61.23333333,0.1,51.03,19.5,29.7,22.23,43.03,18.89,35.66333333,0.45,755.1833333,93.83333333,1.8333333330000001,21.16666667,-0.38299999999999995,50.0
52300,23.16666667,44.5,22.13333333,40.16,27.5,38.36333333,22.85,34.96,20.79,42.89,13.8,4.563333333,21.79,30.6,23.5,38.33,20.6,37.595,12.9,757.3,57.33333333,4.666666667,40.0,4.63,110.0
52301,20.29,44.39333333,19.03333333,40.93,21.82333333,42.8,18.15,35.5225,17.5,50.5,4.66,75.72666667,17.56666667,31.2,19.7,38.2,17.5,37.0,3.53,748.8333332999999,79.66666667,4.333333333,40.0,0.267,630.0
52302,23.2,41.7,25.13333333,36.06,24.29,38.79,23.39,39.79,21.29,47.4875,17.13333333,4.29,23.0,37.2,22.79,39.62142857,22.6,42.59,12.3,753.7,71.0,2.0,40.0,7.1,50.0
52303,21.35666667,35.12666667,19.7,34.9,20.79,35.79,19.32333333,33.0,17.89,53.2,0.7666666670000001,52.32333333,19.7,31.14,22.32333333,38.2,18.0,38.3725,1.3,753.8,71.66666667,5.0,23.0,-3.33,50.0
52304,20.89,38.76428571,19.6,38.13714286,22.33285714,38.88285714,19.175,36.09,18.03333333,46.15666667,8.11,75.52428571,18.89,32.0,20.1,38.30571429,18.5,38.79,7.45,739.15,67.0,1.0,40.0,1.65,80.0
52305,22.39,40.93,21.13333333,38.43333333,22.39,37.09,22.16,37.0,21.16666667,77.06333333,11.73333333,4.23,21.2,29.0,22.1,39.32666667,20.1,34.82666667,11.9,765.7666667000001,53.33333333,4.0,40.0,2.53,120.0
52306,21.5,35.59,18.2,39.4,23.46333333,35.76,21.5,32.79,20.56666667,46.59,3.23,51.43333333,21.6,33.518,23.0,40.56,20.5,39.59,2.85,758.0,93.5,1.5,31.5,1.85,70.0
52307,22.35666667,43.53,21.89,40.26,24.06666667,42.56666667,21.23,42.29,18.89,52.79,7.396666667000001,68.46333333,19.39,35.09,22.79,44.97777778,19.0,41.7,7.98,741.0833332999999,70.0,11.16666667,32.5,2.78,90.0
52308,19.5,41.29,18.29,41.5,19.73,40.7,19.0,38.09,17.79,56.79,-0.5,94.79611111,19.03333333,35.12666667,19.79,42.79,17.26,38.26,-1.25,758.1,73.0,3.0,40.0,-5.55,40.0
52309,21.6,38.79,19.2,41.76,22.5,38.12666667,20.89,38.2,20.0,47.76,7.0,48.36333333,21.39,36.59,22.1,38.46666667,20.6,41.62666667,6.42,754.175,85.83333333,3.0,39.0,4.26,50.0
52310,22.23,39.2,23.06666667,36.5,22.2,37.9,21.23,38.03,19.7,46.2,12.56333333,34.69666667,21.1,32.79,23.0,40.0,20.5,41.59,10.1,760.9,69.33333333,1.333333333,26.33333333,4.6,50.0
52311,21.0,34.73,19.7,34.52666667,21.29,34.23,20.5,34.0,19.0,39.93333333,7.59,26.76666667,19.89,28.025,22.29,36.5,19.2,32.79,9.3,753.1666667000001,62.83333333,6.166666667,40.0,2.5,100.0
52312,23.7,35.4,20.39,38.09,24.2,36.29,23.76,33.79,23.5,39.2,2.363333333,37.76666667,23.89,30.6,24.7,36.26,23.04285714,39.13714286,3.87,760.7,87.0,2.0,40.0,1.8,50.0
52313,23.0,34.79,23.2,32.2,23.0,35.4,22.9725,33.7,20.92666667,38.2,20.66666667,1.0,22.6,28.6,22.03333333,38.4,20.2,36.4,18.7,760.1666667000001,36.33333333,4.0,40.0,3.43,70.0
52314,21.6,37.0,18.7,40.43,22.63333333,35.93333333,22.0,33.94285714,20.0,46.86333333,5.026666667,35.83,21.39,33.96,21.89,40.82,20.2,38.76,4.07,763.2333332999999,81.33333333,2.0,27.0,1.1,70.0
52315,21.29,40.2,20.42666667,39.12666667,21.23,42.73,20.0,41.93333333,18.29,53.9,1.0,96.0,19.5,40.93333333,20.7,50.4,17.79,45.5,0.517,764.1333333,96.16666667,2.833333333,40.0,0.0167,50.0
52316,21.32333333,46.0,20.76333333,45.03,21.29,45.0,19.5,47.9,19.71388889,54.05555556,11.5,79.23,19.235,46.98388889,20.16111111,51.40555556,17.79,51.06,11.2,760.1666667000001,76.16666667,8.0,23.83333333,7.03,50.0
52317,19.76,37.0,17.5,39.66333333,19.79,36.59,21.72666667,33.9,17.39,43.4,6.3666666670000005,38.73,18.16666667,33.42333333,20.79,38.7,17.39,36.26,6.08,746.5333333,64.33333333,5.166666667,40.0,-0.233,90.0
52318,22.13333333,39.4,23.06666667,36.59,22.29,37.9,21.2,38.4,19.7,46.09,11.06333333,39.29,21.0,33.06,23.1,40.2,20.42666667,41.53,9.33,761.1666667000001,75.66666667,1.333333333,23.33333333,5.2,50.0
52319,21.39,39.7,22.29,37.72333333,22.0,37.09,21.89,37.29,19.82333333,46.4,14.9725,6.9475,20.39,32.9,21.5,40.7,20.29,39.2,10.3,765.4,78.0,1.0,29.0,6.6,50.0
52320,25.0,48.0,23.68,48.178000000000004,26.29,43.79,25.1,45.59,24.29,62.2,14.6225,52.0475,24.6,43.13125,26.29,52.96,24.0,47.29,15.0,749.4833332999999,87.33333333,2.0,40.0,12.8,60.0
52321,20.92666667,36.2,18.29,39.43333333,20.0,37.43333333,21.2,34.96666667,18.5,67.63,4.53,51.93333333,18.13333333,32.76,20.89,39.73,17.29,35.96333333,4.58,749.9166667000001,75.16666667,1.166666667,30.83333333,0.45,50.0
52322,21.79,59.63333333,21.29,44.63333333,21.7,48.79333333,20.82333333,41.09,17.67777778,57.34388889,2.73,96.83,16.89,39.41333333,20.62222222,48.14944444,16.29,44.29,3.3,754.4,87.66666667,3.0,31.33333333,1.43,100.0
52323,22.32333333,45.0,21.2,44.5,21.79,44.29,22.5,45.59,18.68,56.9,10.57142857,87.92857143,18.46333333,44.43333333,22.16666667,51.03,18.39,46.79,10.7,754.35,86.5,8.833333332999999,38.16666667,8.48,60.0
